código_material,preço_real,descrição,modelos_compativeis
0000-967-7336,10.08,Indicação de advertência pictogram MSA,MSA120/140
0000-967-7337,10.08,Indicação de advertência pictogram HT,Impl. KA/KM/HT133
0000-967-7341,10.08,Indicação de advertência pictogram FSA,FSA56
0000-967-7367,10.08,Indicação de advertência pictogram,RMA460/510
0000-967-7369,10.08,Indicação de advertência pictogram,RMA460/510
0000-967-7370,10.08,Indicação de advertência pictogram MSA T,MSA160T
0000-967-7376,10.08,Indicação de advertência pictogram,HTA50.0
0000-967-7388,10.08,Indicação de advertência pictogram,MSA300
0000-967-7398,10.08,Indicação de advertência pictogram,SHA56
0000-967-7514,10.08,Indicação de alerta BR,BR800
0000-967-7515,10.08,Indicação de alerta RMA,RMA510
0000-967-7518,10.08,Indicação de alerta,RE110/150
0000-967-7519,10.08,Indicação de alerta,RE110
0000-967-7522,10.08,Indicação de alerta RE 90/95,RE90/95
0000-967-7539,10.08,Indicação de alerta,Subst. 0000-967-7518RE110/150
0000-971-0608,3.67,Pino,MS08/051/076
0000-974-0503,3.48,Rebite de cabeça embutida,MS034/038/066 (Sabres Rolomatic Super)
0000-974-1000,4.3,Rebite especial  3x6,MS08/011/034/038/051/066/076/FS44/160/22
0000-974-1200,2.15,"Rebite cilíndrico 2,6x8",MS025/036/360/039/310/390/046/460/066/66
0000-988-5200,5.4,Nipel,MS08/051/TS350
0000-988-5206,6.26,Nípel,TS800/KA120
0000-988-5211,6.39,Nipel,MS011/210/025/230/250/034/036/360/038/03
0000-988-5224,10.42,Nípel,MSA300
0000-988-6115,5.64,Bujão,E14/160
0000-988-6220,3.85,Bujão,MS038
0000-988-8600,3.38,Luva,BT121/FS85R/FR85/HS80/SP80/80K/81/HT75/K
0000-988-9204,1.94,"Fixa cabo 294x4,8 mm",RE98/108/142/143
0000-989-0401,6.72,Anel,MS038
0000-989-0504,6.63,Luva de borracha,MSA300
0000-989-0507,4.67,Passador,MS038/MS192T/194T
0000-989-0516,4.67,Luva,BT121/FS85/85R/120/250/300/350/FR85/350/
0000-989-0602,6.63,Passador,SR400/420
0000-989-0608,4.67,Luva,TS800
0000-989-0609,4.67,Luva,MS361
0000-989-0808,4.67,Passador,MS038/382/660
0000-989-0809,7.15,Passador de borracha,MS051/076
0000-989-0810,4.67,Passador,MS08/TS350/P835/840
0000-989-0812,4.67,Passador,MS066/660/650
0000-989-0814,4.67,Passador,MS025/250/039/310/390/046/460/210
0000-989-0815,5.31,Passador,TS350/MS310/390
0000-989-0816,9.26,Passador,MS08/025/HTA86
0000-989-1002,8.6,Luva de proteção,MS361/462
0000-989-1010,5.63,Luva de proteção,MS08/036/360/038/039/310/390/046/460/051
0000-989-5201,11.92,Mangueira 115 mm,FS120
0000-992-5741,0.84,Anel de vedação,MS08/TS350/P835/840
0000-992-6302,2.47,Anel de vedação,MS08/034/038/051/076/TS760
0000-992-6305,2.16,Anel de vedação,MS08/034/036/038/P835/840
0000-992-7101,2.6,Anel de vedação,FS160/220/280
0000-993-0508,17.68,Anel 12x15x12,MS260
0000-993-0510,28.93,Anel,MS08/034/036/360/TS350
0000-995-0800,8.07,Porca com colar M8,MS193T/194T/HT133
0000-995-0803,8.66,Porca com colar M8,MS462
0000-995-0806,10.97,Porca com colar M8,MS362/651/661
0000-995-0807,6.92,"Porca com colar M10x0,75",RGA140
0000-997-0227,3.76,Mola de pressão,MS046/460
0000-997-0326,3.72,Mola de pressão,MS051/076
0000-997-0603,3.76,Mola de pressão,MSA120/160/200/140/MS08/011/051/076/TS35
0000-997-0606,11.16,Mola helicoidal,Cabeçote de corte AutoCut C 26-2
0000-997-0615,3.76,Mola de pressão,MS310/039/390/046/460/462
0000-997-0628,4.5,Mola,MS025/034/036/310/360/362/382/039/390/04
0000-997-0629,3.76,Mola de pressão,MS034/036/360/066/660/650/651/661
0000-997-0701,4.5,Mola de pressão,MS076
0000-997-0724,4.5,Mola de pressão,HS80/81/82R
0000-997-0842,3.76,Mola de pressão,FS460
0000-997-0907,4.5,Mola de tração,MS038/380/381
0000-997-0909,4.5,Mola de tração,MS310/034/039/390
0000-997-0911,4.5,Mola de tração,MS066/660/650
0000-997-0912,4.5,Mola de tração,MS066/660/650
0000-997-0927,4.5,Mola de pressão,MS038
0000-997-0928,4.5,Mola de pressão,MS051/076
0000-997-1010,3.72,Mola de pressão,MS038
0000-997-1200,4.5,Mola helicoidal,MS038
0000-997-1303,5.21,Mola de pressão,TS350/760
0000-997-1304,4.5,Mola de pressão,FS120/130/250/300/350/BR600/FSA135
0000-997-1501,5.24,Mola helicoidal,FS85/KA85R
0000-997-1701,5.24,Mola de pressão,FS120/130/250/300/350/460/FSA135
0000-997-2001,3.72,Mola de pressão,BT45
0000-997-2002,3.76,Mola de pressão,MS260/MSE170
0000-997-2003,3.76,Mola de pressão,MS192T
0000-997-2007,5.21,Mola de pressão,BG-KM
0000-997-2012,3.72,Mola de pressão,SR430/450
0000-997-2015,5.21,Mola de pressão,FS38/FSA65/85
0000-997-2020,4.47,Mola de pressão,HL145°
0000-997-2026,3.72,Mola de pressão,RE110
0000-997-2100,5.97,Mola de pressão,FE55/FS44
0000-997-2201,4.47,Mola,MSA120/140/HSA56/50/FSA56
0000-997-2900,29.22,Mola de pressão,NG4
0000-997-3101,3.72,Mola de pressão,SR430/450/HT133
0000-997-3102,7.44,Mola de pressão,FS160/220/290/300/350/380/460
0000-997-3103,6.87,Mola de pressão,HSA56
0000-997-3800,8.19,Mola de pressão,FS85/86/88/108/160/220/FR85/106/108
0000-997-3804,3.72,Mola de pressão,SHA56
0000-997-5502,5.45,Mola de tração,HS81
0000-997-5503,3.52,Mola de tração,TS800
0000-997-5510,4.39,Mola de tração,TS420
0000-997-5515,3.11,Mola de tração,MS210/025/230/250
0000-997-5519,4.15,Mola de tração,BT120/121/FR350/FS120/250/300/350/KA120
0000-997-5520,4.57,Mola de tração,MS651/661
0000-997-5523,5.3,Mola de tração,HS82R
0000-997-5524,3.96,Mola de tração,/MS 1148/INTROD.: FEV./2024
0000-997-5600,4.5,Mola de tração,MS260
0000-997-5601,7.44,Mola de tração,SR430/450
0000-997-5605,4.5,Mola de tração,MS193T/194T
0000-997-5606,5.24,Mola de tração,MS 363.0
0000-997-5609,5.21,Mola de tração,MS462
0000-997-5625,4.5,Mola de tração,MS011/FS85/85R/FR85/HT75/SP81/KA85R
0000-997-5815,5.97,Mola de tração,MS036/360/046/460
0000-997-5816,5.97,Mola de tração,MS361
0000-997-5902,7.3,Mola de tração,FS130
0000-997-6004,10.39,Mola de tração,MS051/076
0000-997-6005,4.5,Mola de tração,EmbreagemMS08/TS350
0000-997-6020,4.5,Mola de tração,USG
0000-997-6101,6.69,Mola de tração,FS131/HT133
0000-997-6205,7.44,Mola de tração,FS160/220/280/FR220
0000-997-6820,19.37,Mola de tração,USG
0000-998-0401,4.5,Mola com haste,BG86/BG/SH56
0000-998-0402,4.47,Mola com haste,MSA160/HSA65/85
0000-998-0405,4.47,Mola com haste,BGA85/FSA65/85/SPA65/HTA85/KGA770/HLA65
0000-998-0406,4.47,Mola com haste,BGA85/FSA65/85/SPA65/HTA85/HLA65
0000-998-0408,4.47,Mola com haste,MSA160T
0000-998-0409,4.47,Mola com haste,FSA56
0000-998-0414,4.5,Mola com haste,HSA100
0000-998-0603,4.5,Mola com haste,MS08/034/051/066/076/FS160/220/280/86/FR
0000-998-0604,4.5,Mola com haste,BT121/MS011/210/025/230/250/034/036/360/
0000-998-0606,4.47,Mola com haste,FS85R/88/108/160/220/280/FR85/108/220/HS
0000-998-0612,3.76,Mola com haste,FS85/85R/FR85/HS80/SP80/80K/81/HT75/KA85
0000-998-0618,4.5,Mola com haste,HS82R
0000-998-0621,4.47,Mola com haste,/MS 1148/INTROD.: FEV./2024
0000-998-0623,4.47,Mola com haste,MS194T
0000-998-0624,5.21,Mola com haste,SHA56
0000-998-0802,3.72,Mola com haste,MS051/076/TS760
0000-998-0807,4.5,Mola com haste,BG85
0000-998-1000,3.72,Mola com haste,MS051/076/TS760
0000-998-1003,3.72,Mola com haste,HS80/45
0000-998-1006,4.5,Mola com haste,HS81/82R
0000-998-1112,4.5,Mola com haste,E160
0000-998-1600,5.97,Mola com haste,MS08
0000-998-1801,5.97,Mola com haste,MS038
0000-998-1901,4.5,Mola com haste,USG
0000-998-2200,5.24,Mola com haste,MS051/076
0004-007-1009,83.25,Jogo de válvulas,WP300/600/EHC605
0004-007-1010,43.24,Cjto alavanca variável,WP300/600/EHC605
0004-007-1011,92.28,Cjto aneis do pistão,WP900/EHC705
0004-007-1012,33.72,Cjto alavanca variável,WP900/EHC705
0004-007-1013,83.77,Jogo de válvulas,WP900/EHC705/GR40.0-110/220V
0004-007-1016,71.58,Cjto peças da válvula,WP300/600/EHC605
0004-007-1017,79.12,Cjto peças da válvula,WP900/EHC705
0004-007-1018,269.8,Cjto aneis do pistão,WP900/EHC705
0004-007-1019,71.52,Cjto aneis do pistão,WP300/600/EHC605
0004-007-1030,191.46,Jogo,WP600/EHC605
0004-007-1034,442.61,Jogo,EHC 600
0004-007-1602,67.08,Jogo de juntas de vedação,MH610
0004-007-1604,105.84,Jogo de juntas de vedação,MH710
0004-007-1605,160.76,Jogo de juntas de vedação,MH710
0004-007-1606,193.84,Jogo de juntas de vedação,MH610
0004-007-1610,118.85,Jogo de juntas de vedação,WP900/EHC705
0004-007-1615,249.92,Jogo de juntas de vedação,WP300/600/EHC605
0004-007-1800,505.66,Jogo de reparo,WP300/600/EHC605
0004-007-1804,526.88,Jogo de reparo,MH710
0004-007-1816,195.34,Jogo de reparo,WP 300/WP 600
0004-007-1817,586.02,Jogo de reparo,WP900/EHC705
0004-007-1819,175.26,Jogo de reparo,WP 900
0004-007-1826,246.83,Jogo de reparo,WP300/600
0004-007-1830,213.87,Jogo de reparo,MH710
0004-007-1835,237.49,Jogo de reparo,VB03/04 - Carburador 0004-120-0625
0004-007-1840,133.9,Jogo de reparo,EHC VB06/VB07/INTROD: 01/08/2023
0004-020-0600,378.59,Cabeça do cilindro,WP300/600/EHC605
0004-020-0601,425.72,Cabeça do cilindro,WP900/EHC705
0004-020-0608,597.99,Cabeça do cilindro,EHC405
0004-020-0609,574.02,Cabeça do cilindro,EHC505
0004-020-1101,275.26,Tampa,WP300/600/EHC605
0004-020-1102,279.65,Tampa,WP 900
0004-020-1105,289.2,Tampa,WP900/EHC705
0004-020-1106,487.11,Tampa,EHC405/505
0004-020-2103,1051.82,Carcaça do virabrequim,MH710
0004-020-2105,826.13,Carcaça do virabrequim,MH610
0004-020-9201,11.18,Vareta do óleo,WP300/600/900/EHC605/705
0004-021-3600,57.86,Rolamento,WP300/600/EHC605
0004-021-3601,57.91,Rolamento,WP300/600/EHC605
0004-021-4802,25.33,Parafuso de saída do óleo,WP300/600/900/EHC605/705
0004-021-5601,13.57,Anel de vedação,WP900/EHC705
0004-021-8200,165.22,Tubo,WP900/EHC705
0004-022-0600,13.76,Chapa defletora,WP900/EHC705/GR40.0-110/220V
0004-025-1103,35.48,Tampa da válvula,GR40.0-110/220V
0004-025-1600,7.84,Mola da válvula,GR60.0/R60.0/GR80.0
0004-025-1700,6,Suporte da mola da válvula,GR60.0/R60.0/GR80.0
0004-025-1701,6.01,Suporte da mola da válvula,WP300/600/900/EHC605/705/GR40.0-110/220V
0004-025-3001,15.06,Prato de mola,GR80.0
0004-025-3002,13.89,Prato de mola,GR60.0/R60.0/GR80.0
0004-025-3003,8.14,Prato de mola,MH610/710
0004-025-3004,140.47,Prato de mola,WP300/600/900/EHC605/705/GR40.0-110/220V
0004-025-5000,6.11,Elemento do filtro,WP900/EHC705/GR40.0-110/220V
0004-028-0600,29.2,Mangueira Ø,WP900/EHC705
0004-028-0801,8.16,Pino de ajuste,WP900/EHC705/GR60.0/R60.0/GR80.0
0004-028-0802,5.73,Pino de ajuste,WP300/600/900/EHC605/705/GR40.0-110/220V
0004-028-0803,5.73,Pino de ajuste,WP300/600/EHC605
0004-028-0804,5.9,Pino de ajuste,GR40.0/GR60.0/GR80.0
0004-028-0902,5.73,Arruela,WP300/600/900/EHC605/705
0004-028-0903,5.73,Arruela,WP300/600/900/EHC605/705/GR40.0/GR60.0/GR80.0
0004-028-0904,5.73,Arruela,MH710
0004-028-0905,18.12,Arruela,WP900/EHC705
0004-028-0908,8.82,Arruela,EHC 405/505/605/705
0004-028-1200,5.9,Pino,GR80.0
0004-028-1201,5.73,Pino,WP300/600/900/EHC605GR40.0/GR60.0/GR80.0
0004-028-1202,8.55,Pino,WP300/600/900/EHC605/705
0004-028-1208,12.14,Pino,EHC 405/505/605/705
0004-028-1220,6.48,Pino,EHC705
0004-028-1300,8.91,Placa de apoio,GR60.0/R60.0/GR80.0
0004-028-1701,5.65,Luva,GR40.0-110/220V
0004-028-7800,6.2,Porca,WP300/600
0004-028-7801,8.01,Porca,WP300/600
0004-029-0503,14.97,Junta de vedação,GR80.0
0004-029-0504,22.41,Junta de vedação,GR60.0/R60.0/GR80.0
0004-029-0507,5.66,Junta de vedação,WP900/EHC705/GR40.0-110/220V
0004-029-0508,17.08,Junta de vedação,WP900/EHC705
0004-029-0509,27.94,Junta de vedação,WP900/EHC705
0004-029-0510,31.79,Junta de vedação,MH710
0004-029-0511,13.85,Junta de vedação,WP900/EHC705/GR40.0-110/220V
0004-029-0513,28.05,Junta de vedação,EHC605
0004-029-0514,12.21,Junta de vedação,WP300/600/EHC605
0004-029-0515,25.03,Junta de vedação,WP300/600/EHC605
0004-029-0516,13.84,Junta de vedação,WP300/600/EHC605
0004-029-0533,40.21,Junta de vedação,WP900/EHC705
0004-030-0402,481.31,Virabrequim,MH710
0004-030-0403,510.45,Virabrequim,MH610
0004-030-0409,721.82,Virabrequim,WP300
0004-030-0411,703.65,Virabrequim,MOTOBOMBAS WP900
0004-030-0412,683.43,Virabrequim,WP600
0004-030-0413,366.62,Virabrequim,WP300/600/EHC605
0004-030-0414,523.39,Virabrequim,WP300/600/EHC705
0004-030-0417,513.06,Virabrequim,EHC405
0004-030-0418,518.86,Virabrequim,EHC505
0004-030-1202,144.68,Biela,WP900/EHC705
0004-030-1203,97.52,Biela,WP300/600/EHC605
0004-030-1401,173.95,Came,WP900/EHC705
0004-030-1402,187.02,Came,WP300/600/EHC605
0004-030-1415,359.56,Came,EHC405
0004-034-0100,7.18,Anel de segurança,GR80.0
0004-034-0101,5.73,Anel de segurança,WP300/600/900/EHC605/705
0004-034-0102,5.9,Anel de segurança,GR60.0
0004-034-1502,18.56,Pino do pistão,WP300/600/900/EHC605/705
0004-034-1504,21.92,Pino do pistão,GR60.0
0004-035-0100,5.73,Parafuso,WP300/600/900
0004-036-8601,5.73,Chaveta,WP300/600/900
0004-036-8700,5.9,Cunha,GR40.0/GR60.0/GR80.0
0004-038-0102,22.29,Vareta da válvula,GR60.0/R60.0/GR80.0
0004-038-0103,13.62,Vareta da válvula,WP300/600/900/EHC605/705/GR40.0-110/220V
0004-038-0600,7.18,Anel de segurança,GR40.0-110/220V
0004-038-0702,6.51,Arruela,WP900/EHC705
0004-038-0800,8.71,Pino,WP900/EHC705/GR40.0-110/220V
0004-038-0801,7.73,Pino,WP300/600
0004-038-1001,10.41,Alavanca variável,WP300/600
0004-038-2602,8.85,Haste do comando da válvula,WP900/EHC705
0004-038-2603,8.85,Haste do comando da válvula,WP300/600/EHC605/GR40.0-110/220V
0004-038-2605,11.01,Haste do comando da válvula,GR60.0
0004-038-2802,10.33,Guia,MH610
0004-038-2808,12.43,Guia,WP300/600/EHC605
0004-084-1001,182.25,Carcaça do ventilador,WP300/600
0004-084-1002,143.03,Carcaça do ventilador,WP900
0004-084-6100,8.13,Porca,GR80.0
0004-084-7100,12.49,Capa,WP300/600/900
0004-084-9200,10.55,Suporte,WP300/600/EHC605
0004-086-0506,170.92,Roda do ventilador,EHC405/505
0004-086-2100,47.8,Arrastador,WP900/EHC705/GR40.0-110/220V
0004-086-2101,25.73,Arrastador,WP300/600/EHC605
0004-086-2102,61.91,Arrastador,EHC405/505
0004-087-3602,66.68,Defletor de ar,WP900/EHC705
0004-087-3603,46.83,Defletor de ar,WP300/600/EHC605
0004-087-3604,44.42,Defletor de ar,MH610
0004-087-3605,93.74,Defletor de ar,WP300/600/EHC605
0004-087-3608,133.25,Defletor de ar,EHC405
0004-100-5101,53.43,Regulador centrífugo,WP300/600/900/EHC605/705
0004-104-0504,5.55,Haste de regulagem,WP900/EHC705
0004-104-0505,5.55,Haste de regulagem,WP300/600/EHC605/GR40.0-110/220V
0004-104-0601,15.76,Alavanca reguladora,WP300/600/900/EHC605/705/GR40.0-110/220V
0004-104-1102,10.98,Regulador de ondulações,WP900/EHC70/5GR40.0-110/220V
0004-104-1103,10.98,Regulador de ondulações,WP300/600/EHC605
0004-104-2100,5.9,Mola,WP900/EHC705/GR40.0-110/220V
0004-104-2101,5.9,Mola,WP900/EHC705
0004-104-2102,5.9,Mola,WP300/600/900/EHC605/705
0004-104-2103,5.9,Mola,WP300/600/EHC605
0004-104-2105,5.9,Mola,MH610
0004-104-2111,10.38,Mola,EHC605
0004-120-0619,357.71,Carburador,WP300/600
0004-120-0622,410.54,Carburador,WP900
0004-120-0623,410.54,Carburador,MH610
0004-120-0624,410.54,Carburador,MH710
0004-120-0627,410.54,Carburador,WP300/600/EHC605
0004-120-0628,410.54,Carburador,WP300/600/EHC705
0004-120-0632,391.52,Carburador,
0004-121-0200,37.45,Carcaça da bóia,GR40
0004-121-0201,18.6,Carcaça da bóia,WP900
0004-121-0202,221.86,Carcaça da bóia,WP300/600
0004-121-1601,14.12,Flange intermediário,WP900/EHC705
0004-121-1602,15.42,Flange intermediário,WP300/600/EHC605
0004-121-1605,263.37,Flange intermediário,
0004-121-1900,5.9,Mola de compressão,WP900
0004-121-1901,5.9,Mola de pressão,WP300/600
0004-121-3700,20.47,Bóia,WP900
0004-121-3702,90.84,Bóia,WP300/600
0004-121-3802,17.64,Agulha da bóia,WP900
0004-121-3803,39.11,Agulha da bóia,WP300/600
0004-121-3804,267.62,Agulha da bóia,WP900
0004-121-3805,23.75,Agulha da bóia,MH710
0004-121-3809,17.96,Agulha da bóia,VB06/VB07
0004-121-9201,59.16,Eixo,WP 300/WP 600
0004-121-9203,84.73,Eixo,WP300/600
0004-122-2700,5.73,Parafuso,WP900
0004-122-2701,5.73,Parafuso de descarga,WP300/600
0004-122-3600,5.66,Anel de vedação,WP900
0004-122-4002,5.55,Mangueira,WP300/600/EHC605
0004-122-7100,5.73,Parafuso,WP300/600/900
0004-124-0900,5.66,Anel de vedação,WP300/600/900
0004-124-1200,10.6,Arruela do filtro,MH610/710
0004-124-1801,33.44,Suporte,MH610/710
0004-124-1802,97.18,Suporte,WP300/600/900
0004-124-1803,31.31,Suporte,WP900
0004-124-2200,5.73,Arruela,MH610/710
0004-124-2801,17.11,Filtro,MH610/710
0004-124-2803,99.97,Filtro,WB300/600/900
0004-124-3300,17.99,Cobertura,MH610/710
0004-124-3501,54.14,Carcaça do filtro,MH610/710
0004-124-3505,98.28,Carcaça do filtro,WP300/600/900
0004-124-3506,114.78,Carcaça do filtro,WP300/600/900
0004-129-0903,9.73,Junta de vedação,GR40.0
0004-129-0904,9,Junta de vedação,GR40.0
0004-129-0905,8.67,Junta de vedação,GR40.0
0004-129-0908,7.28,Junta de vedação,GR 60/80
0004-129-0912,12.69,Junta de vedação,WP900/EHC705
0004-129-0913,14.02,Junta de vedação,WP300/600/900/EHC605/705
0004-129-0914,5.66,Junta de vedação,WP900/EHC705
0004-129-0915,5.66,Junta de vedação,WP300/600/EHC605
0004-129-0916,5.66,Junta de vedação,WP300/600/EHC605
0004-129-0917,5.66,Junta de vedação,WP900
0004-129-0918,5.66,Junta de vedação,WP900
0004-129-0919,4.98,Junta de vedação,GR40
0004-129-0930,5.66,Junta de vedação,WP300/600
0004-129-0935,5.66,Junta de vedação,WP300/600
0004-129-0940,5.66,Junta de vedação,WP300/600
0004-140-0604,268.63,Silenciador,MH710
0004-140-0605,406.98,Silenciador,MH710
0004-140-0611,460.27,Silenciador,WP300/600
0004-140-0612,490.89,Silenciador,WP900
0004-140-0617,344.72,Silenciador,WP300/600/EHC605
0004-140-0618,503.06,Silenciador,WP300/600/EHC705
0004-140-0621,380.71,Silenciador,
0004-140-4403,342.74,Filtro de ar,MH610/710
0004-141-0605,109.36,Pré-filtro,WP300/600/900
0004-141-7100,100.03,Grade de proteção,MH610
0004-141-7102,151.47,Grade de proteção,MH710
0004-141-7103,150.41,Grade de proteção,WP 300/ WP 600/ WP 900
0004-141-7104,255.91,Grade de proteção,EHC605
0004-141-7105,203.34,Grade de proteção,EHC605
0004-145-2600,6.01,Chapa retentora,MOTOR ESTACIONÁRIO
0004-145-2610,6.01,Chapa retentora,MOTOR ESTACIONÁRIO
0004-145-3700,34.82,Chapa de proteção,MH610
0004-145-3701,112.03,Chapa de proteção,MH710
0004-149-0500,7.02,Junta de vedação,WP900/EHC705
0004-149-0501,6.97,Junta de vedação,WP300/600/EHC605
0004-180-1500,87.74,Alavanca do acelerador,MH710
0004-180-1501,97.67,Alavanca do acelerador,WP900/EHC705
0004-180-1802,67.5,Comanto do acelerador,MH610
0004-180-1807,98.56,Comando do acelerador,WP300/600/EHC605
0004-182-2100,8.6,Suporte,WP900/EHC705
0004-182-6101,5.9,Mola,WP300/600/900
0004-190-0400,211.21,Tampa do arranque,WP300/600
0004-190-0401,203.44,Tampa do arranque,WP900
0004-190-0402,214.81,Tampa do arranque,EHC VB06/VB07
0004-190-0403,214.81,Tampa do arranque,EHC VB06/VB07
0004-190-4000,322.83,Carcaça do arranque completa,MH710
0004-190-4001,291.19,Carcaça do arranque completa,MH 610
0004-190-4002,365,Carcaça do arranque completa,WP300/600
0004-190-4003,390.41,Carcaça do arranque completa,WP900
0004-190-4004,277.34,Carcaça do arranque completa,WP300/600/EHC605
0004-190-4005,296.8,Carcaça do arranque completa,WP300/600/EHC705
0004-195-1601,41.98,Mola de recuo,wp300/600/900
0004-195-3401,22.07,Manípulo de arranque,WP300/600/900
0004-195-3500,41.98,Grampo elástico,WP 300/ WP 600/ WP 900
0004-195-3501,5.9,Grampo elástico,WP 300/ WP 600/ WP 900
0004-195-3502,152.66,Mola,EHC405/505
0004-195-4100,46.81,Rolo de arranque,WP300/600/900
0004-195-4101,31.2,Rolo de arranque,WP300/600/900
0004-195-5400,78.13,Cobertura,MH610/710
0004-195-5401,147.11,Cobertura,MH610
0004-195-5402,39.44,Cobertura,MH710
0004-195-5403,121.21,Cobertura,WP 300/ WP 600/ WP 900
0004-195-7201,5.55,Peça de engate,WP300/600/900
0004-195-7202,8.1,Peça de engate,GR40.0
0004-195-7800,13.32,Pino,WP300/600/900
0004-195-8201,32.37,Cordão de arranque Ø x mm,MH610/710
0004-195-8203,24.51,Cordão de arranque Ø x mm,WP300/600/900
0004-195-9300,19.2,Anel,MH710
0004-350-0510,93.33,Tampa do tanque,WP300/600/900/EHC605/705
0004-350-1801,13.12,Filtro do combustível,VB03/VB04/VB05
0004-350-2700,29.52,Mangueira de combustível,WP900/EHC705
0004-350-2701,6.31,Mangueira de combustível,WP300/600/EHC605/GR40.0-110/220V
0004-358-0700,5.55,Proteção da mangueira,WP900/EHC705
0004-358-2101,13.96,Filtro,WP300/600/900/EHC605/705
0004-358-7902,5.65,Braçadeira,WP900/EHC705/GR80.0
0004-358-7903,5.65,Braçadeira,WP300/600/EHC605
0004-358-7904,5.65,Braçadeira,WP900/EHC705
0004-359-0700,5.66,Junta de vedação,WP300/600/900/EHC605/705
0004-400-1202,407.24,Volante,MH710
0004-400-1203,29.62,Volante,WP900/EHC705
0004-400-1204,275.46,Volante,WP300/600/EHC605
0004-400-1205,29.06,Volante,WP300/600/EHC605
0004-400-1211,332.44,Volante,WP900/EHC705
0004-400-1212,400.87,Volante,
0004-400-1303,177.62,Módulo de ignição,WP300/600/900/EHC605/705
0004-400-1305,139.16,Módulo de ignição,MH 610
0004-400-6301,82.99,Sensor de óleo,WP300/600/900
0004-400-6310,105.36,Sensor de óleo,EHC605/705
0004-400-7000,87.8,Vela de ignição,WP300/600/900/EHC605/705
0004-400-7002,77.42,Vela de ignição,GR40.0/GR60.0/GR80.0
0004-430-0900,212.07,Retificador,MH710
0004-430-3100,61,Relé,WP300/600/900/EHC605/705
0004-430-8501,320.42,Bobina,MH710
0004-435-0310,18.92,Interruptor,EHC VB06/VB07
0004-435-5900,5.72,Braçadeira para cabos,GR60.0/R60.0/GR80.0
0004-435-9700,125.61,Interruptor de pressão,GR80.0
0004-440-0303,8.35,Cabo,VB03/VB04/VB05
0004-642-7600,5.73,Porca de seg. com colar M,WP300/600/900
0004-716-3500,5.73,Parafuso de saída do óleo,WP900/EHC705/GR40.0-110/220V
0004-951-0600,5.73,Parafuso sextavado M6,WP900/EHC705/GR60.0/R60.0/GR80.0
0004-951-0800,5.73,Parafuso sextavado,WP300/600/EHC605/GR40.0/GR60.0/GR80.0
0004-951-0801,6.99,Parafuso sextavado,WP300/600/EHC605
0004-951-0802,5.73,Parafuso sextavado,MH610
0004-951-0803,5.73,Parafuso sextavado,WP300/600/900/EHC605/705/GR40.0/GR60.0/GR80.0
0004-951-0804,5.73,Parafuso sextavado,MH610GR40.0/GR60.0
0004-951-0805,5.73,Parafuso sextavado,WP300/600/900
0004-951-0806,5.73,Parafuso sextavado,WP300/600/EHC605
0004-951-0807,5.73,Parafuso sextavado,WP300/600/EHC605
0004-951-0808,5.73,Parafuso sextavado,WP300/600/EHC605
